episode_id,completion_ratio,drop_ratio,pending_ratio
0,0.0,0.49362119725220804,0.5063788027477919
1,0.0,0.5397784491440081,0.4602215508559919
2,0.0,0.556,0.444
3,0.0,0.5572139303482587,0.4427860696517413
4,0.0,0.5823754789272031,0.41762452107279696
5,0.0,0.5886385896180215,0.41136141038197843
6,0.0,0.5363724539282251,0.463627546071775
7,0.0,0.5908658420551856,0.40913415794481445
8,0.0,0.5151515151515151,0.48484848484848486
9,0.0,0.5142857142857142,0.4857142857142857
10,0.0,0.5490394337714863,0.45096056622851366
11,0.0,0.5266393442622951,0.4733606557377049
12,0.0,0.5324543610547667,0.46754563894523327
13,0.0,0.5268490374873354,0.47315096251266464
14,0.0,0.5437375745526839,0.4562624254473161
15,0.0,0.5975609756097561,0.4024390243902439
16,0.0,0.5227963525835866,0.47720364741641336
17,0.0,0.5711481844946026,0.42885181550539747
18,0.0,0.5553359683794467,0.44466403162055335
19,0.0,0.5136501516683518,0.4863498483316481
20,0.0,0.5741106719367589,0.4258893280632411
21,0.0,0.5441030723488602,0.45589692765113976
22,0.0,0.5193089430894309,0.4806910569105691
23,0.0,0.5621939275220372,0.43780607247796277
24,0.0,0.5594758064516129,0.4405241935483871
25,0.0,0.5954825462012321,0.40451745379876797
26,0.0,0.5202839756592292,0.47971602434077076
27,0.0,0.5766871165644172,0.4233128834355828
28,0.0,0.5609243697478992,0.43907563025210083
29,0.0,0.5406464250734574,0.4593535749265426
30,0.0,0.5440313111545988,0.45596868884540115
31,0.0,0.5078043704474505,0.4921956295525494
32,0.0,0.5618090452261306,0.4381909547738693
33,0.0,0.5679133858267716,0.43208661417322836
34,0.0,0.5323383084577115,0.46766169154228854
35,0.0,0.4783047426841574,0.5216952573158425
36,0.0,0.5424575424575424,0.45754245754245754
37,0.0,0.5690200210748156,0.4309799789251844
38,0.0,0.574468085106383,0.425531914893617
39,0.0,0.525,0.475
40,0.0,0.5650048875855328,0.43499511241446726
41,0.0,0.5344995140913509,0.4655004859086492
42,0.0,0.5215605749486653,0.4784394250513347
43,0.0,0.5699588477366255,0.43004115226337447
44,0.0,0.501980198019802,0.498019801980198
45,0.0,0.5980392156862745,0.4019607843137255
46,0.0,0.5510204081632653,0.4489795918367347
47,0.0,0.5243296921549155,0.4756703078450844
48,0.0,0.5142857142857142,0.4857142857142857
49,0.0,0.5404624277456648,0.4595375722543353
50,0.0,0.4994663820704376,0.5005336179295624
51,0.0,0.5443668993020937,0.4556331006979063
52,0.0,0.5399393326592518,0.46006066734074824
53,0.0,0.48778004073319753,0.5122199592668024
54,0.0,0.5050100200400801,0.49498997995991983
55,0.0,0.5853899308983218,0.4146100691016782
56,0.0,0.5491559086395233,0.45084409136047665
57,0.0,0.5,0.5
58,0.0,0.5108695652173914,0.4891304347826087
59,0.0,0.5414585414585414,0.45854145854145856
60,0.0,0.5400202634245187,0.45997973657548125
61,0.0,0.5440573770491803,0.45594262295081966
62,0.0,0.5871647509578544,0.4128352490421456
63,0.0,0.5292949354518371,0.47070506454816285
64,0.0,0.528643216080402,0.471356783919598
65,0.0,0.5285857572718154,0.47141424272818455
66,0.0,0.5835806132542037,0.41641938674579626
67,0.0,0.5728155339805825,0.42718446601941745
68,0.0,0.5249237029501526,0.4750762970498474
69,0.0,0.5453629032258065,0.45463709677419356
70,0.0,0.5587121212121212,0.4412878787878788
71,0.0,0.5429141716566867,0.45708582834331335
72,0.0,0.516751269035533,0.483248730964467
73,0.0,0.5562130177514792,0.4437869822485207
74,0.0,0.5646940822467402,0.4353059177532598
75,0.0,0.5364431486880467,0.46355685131195334
76,0.0,0.5332671300893744,0.4667328699106256
77,0.0,0.5138888888888888,0.4861111111111111
78,0.0,0.5601617795753286,0.4398382204246714
79,0.0,0.5408678102926338,0.4591321897073663
80,0.0,0.555442522889115,0.44455747711088506
81,0.0,0.5722831505483549,0.42771684945164506
82,0.0,0.5320641282565131,0.467935871743487
83,0.0,0.5370187561697927,0.4629812438302073
84,0.0,0.5653436592449177,0.4346563407550823
85,0.0,0.5637254901960784,0.4362745098039216
86,0.0,0.5055165496489469,0.4944834503510532
87,0.0,0.5320247933884298,0.46797520661157027
88,0.0,0.5796676441837733,0.4203323558162268
89,0.0,0.5163934426229508,0.48360655737704916
90,0.0,0.5435244161358811,0.4564755838641189
91,0.0,0.567193675889328,0.43280632411067194
92,0.0,0.5319567354965585,0.46804326450344147
93,0.0,0.46328852119958636,0.5367114788004137
94,0.0,0.5544041450777202,0.44559585492227977
95,0.0,0.5244755244755245,0.4755244755244755
96,0.0,0.5302279484638256,0.4697720515361744
97,0.0,0.5110887096774194,0.4889112903225806
98,0.0,0.5254745254745254,0.4745254745254745
99,0.0,0.5603190428713859,0.43968095712861416
100,0.0,0.5370919881305638,0.4629080118694362
101,0.0,0.5211693548387096,0.4788306451612903
102,0.0,0.5674102812803103,0.4325897187196896
103,0.0,0.5917782026768642,0.40822179732313574
104,0.0,0.5601617795753286,0.4398382204246714
105,0.0,0.5651731160896131,0.434826883910387
106,0.0,0.513595166163142,0.486404833836858
107,0.0,0.521608040201005,0.47839195979899496
108,0.0,0.5091463414634146,0.49085365853658536
109,0.0,0.5634920634920635,0.4365079365079365
110,0.0,0.5278925619834711,0.47210743801652894
111,0.0,0.5365111561866126,0.4634888438133874
112,0.0,0.5441767068273092,0.45582329317269077
113,0.0,0.5369458128078818,0.4630541871921182
114,0.0,0.5025278058645096,0.4974721941354904
115,0.0,0.522,0.478
116,0.0,0.5673267326732673,0.43267326732673267
117,0.0,0.536779324055666,0.46322067594433397
118,0.0,0.5445544554455446,0.45544554455445546
119,0.0,0.5386965376782077,0.46130346232179226
120,0.0,0.5635467980295567,0.43645320197044335
121,0.0,0.5454545454545454,0.45454545454545453
122,0.0,0.48024316109422494,0.5197568389057751
123,0.0,0.5898709036742801,0.41012909632572
124,0.0,0.5286757038581856,0.47132429614181437
125,0.0,0.516028955532575,0.483971044467425
126,0.0,0.5150905432595574,0.48490945674044267
127,0.0,0.5617647058823529,0.43823529411764706
128,0.0,0.5129802699896158,0.48701973001038423
129,0.0,0.5550098231827112,0.4449901768172888
130,0.0,0.5387713997985901,0.4612286002014099
131,0.0,0.5329280648429585,0.46707193515704154
132,0.0,0.5564356435643565,0.44356435643564357
133,0.0,0.5446428571428571,0.45535714285714285
134,0.0,0.5040650406504065,0.4959349593495935
135,0.0,0.5662055335968379,0.43379446640316205
136,0.0,0.5589430894308943,0.4410569105691057
137,0.0,0.5476673427991886,0.45233265720081134
138,0.0,0.5493827160493827,0.4506172839506173
139,0.0,0.534010152284264,0.46598984771573604
140,0.0,0.5812206572769953,0.4187793427230047
141,0.0,0.5268041237113402,0.4731958762886598
142,0.0,0.5463414634146342,0.45365853658536587
143,0.0,0.562560620756547,0.43743937924345294
144,0.0,0.4948875255623722,0.5051124744376279
145,0.0,0.5962301587301587,0.4037698412698413
146,0.0,0.5357852882703777,0.46421471172962225
147,0.0,0.5643070787637089,0.4356929212362911
148,0.0,0.5240431795878312,0.4759568204121688
149,0.0,0.5416666666666666,0.4583333333333333
150,0.0,0.5371655104063429,0.4628344895936571
151,0.0,0.5828343313373253,0.4171656686626746
152,0.0,0.5241448692152918,0.47585513078470826
153,0.0,0.585603112840467,0.4143968871595331
154,0.0,0.5285285285285285,0.47147147147147145
155,0.0,0.563872255489022,0.436127744510978
156,0.0,0.569838056680162,0.43016194331983804
157,0.0,0.5561224489795918,0.44387755102040816
158,0.0,0.5474525474525475,0.45254745254745254
159,0.0,0.5475475475475475,0.45245245245245247
160,0.0,0.5199182839632278,0.48008171603677224
161,0.0,0.5558852621167161,0.44411473788328387
162,0.0,0.5315315315315315,0.46846846846846846
163,0.0,0.5278925619834711,0.47210743801652894
164,0.0,0.5526838966202783,0.44731610337972166
165,0.0,0.5504950495049505,0.4495049504950495
166,0.0,0.5324267782426778,0.4675732217573222
167,0.0,0.5080645161290323,0.49193548387096775
168,0.0,0.562685093780849,0.43731490621915103
169,0.0,0.5261044176706827,0.4738955823293173
170,0.0,0.5834970530451866,0.4165029469548134
171,0.0,0.5440158259149357,0.4559841740850643
172,0.0,0.5406218655967904,0.4593781344032096
173,0.0,0.5534838076545633,0.4465161923454367
174,0.0,0.532,0.468
175,0.0,0.5,0.5
176,0.0,0.5223577235772358,0.47764227642276424
177,0.0,0.5298210735586482,0.4701789264413519
178,0.0,0.516751269035533,0.483248730964467
179,0.0,0.5553299492385787,0.4446700507614213
180,0.0,0.564152791380999,0.435847208619001
181,0.0,0.5669291338582677,0.4330708661417323
182,0.0,0.5691987513007284,0.4308012486992716
183,0.0,0.5551219512195122,0.4448780487804878
184,0.0,0.5974534769833496,0.40254652301665034
185,0.0,0.542713567839196,0.457286432160804
186,0.0,0.5270935960591133,0.4729064039408867
187,0.0,0.4887063655030801,0.5112936344969199
188,0.0,0.5078043704474505,0.4921956295525494
189,0.0,0.5631163708086785,0.4368836291913215
190,0.0,0.5718562874251497,0.4281437125748503
191,0.0,0.4928861788617886,0.5071138211382114
192,0.0,0.570273003033367,0.42972699696663297
193,0.0,0.531,0.469
194,0.0,0.5634075508228461,0.4365924491771539
195,0.0,0.5571847507331378,0.44281524926686217
196,0.0,0.5310907237512742,0.4689092762487258
197,0.0,0.551142005958292,0.44885799404170806
198,0.0,0.5413385826771654,0.45866141732283466
199,0.0,0.5732673267326732,0.4267326732673267
